budget,urgency,views,saves,bedrooms,preapproved,open_house,agent_response_hours,converted
750000,20,33,0,2,0,1,60,1
2000000,89,28,19,6,0,1,9,1
750000,84,4,17,4,0,0,41,0
500000,47,32,7,5,0,0,1,1
2000000,84,24,0,3,0,1,17,0
500000,74,36,16,4,0,0,44,1
500000,56,45,17,3,1,0,21,1
300000,21,32,4,3,0,1,72,1
750000,74,8,9,2,1,0,72,1
2000000,42,2,2,3,1,0,16,0
1000000,34,36,20,3,0,1,14,1
100000,14,8,14,5,1,0,13,1
300000,45,26,11,4,1,0,10,0
5000000,67,44,5,3,1,0,70,0
5000000,25,9,8,1,1,0,2,1
100000,51,32,16,6,0,0,55,0
100000,53,31,9,6,1,1,58,1
100000,3,14,1,4,0,0,0,0
300000,15,31,18,3,0,1,28,1
750000,56,6,8,1,1,0,44,1
1000000,52,50,19,4,0,1,21,0
200000,5,41,10,4,0,1,26,1
100000,37,18,13,6,1,0,10,1
2000000,8,9,4,6,1,1,17,1
200000,60,25,7,5,1,0,40,1
300000,9,47,8,6,1,1,26,1
5000000,47,12,16,4,0,1,7,1
750000,58,29,1,6,1,0,28,1
500000,64,49,1,5,1,1,67,0
200000,72,48,19,1,0,1,38,0
300000,83,4,4,4,0,0,65,0
100000,21,42,6,5,1,1,68,0
2000000,81,10,18,1,0,0,31,1
1000000,80,11,3,5,0,0,21,0
5000000,3,21,14,3,0,0,56,1
100000,15,29,7,4,1,1,65,1
100000,61,1,18,2,1,0,42,0
200000,43,43,1,1,1,0,63,0
5000000,14,46,9,6,1,1,65,1
2000000,6,16,14,5,0,0,64,1
300000,34,31,7,6,0,0,4,0
300000,76,20,0,2,0,0,19,0
100000,55,11,14,2,0,1,34,0
1000000,44,5,13,3,1,0,56,1
750000,68,23,0,3,1,0,26,1
500000,45,0,3,3,1,0,43,0
100000,25,1,20,6,1,0,16,1
2000000,76,37,13,3,1,1,57,1
750000,77,44,16,5,0,1,2,1
500000,73,3,15,1,0,1,31,0
5000000,44,13,3,4,0,0,19,0
300000,54,44,19,4,0,1,28,0
5000000,51,17,20,5,0,0,35,1
750000,42,50,15,6,0,1,22,1
2000000,26,41,3,5,1,0,44,0
300000,45,33,14,1,0,0,62,0
1000000,22,21,16,3,0,1,43,1
750000,1,38,14,6,0,1,19,1
500000,12,27,5,2,1,0,7,0
2000000,53,1,16,1,1,0,6,0
500000,66,2,6,1,0,0,40,0
1000000,26,8,19,1,0,1,37,1
2000000,87,11,7,2,1,0,5,1
500000,24,15,7,2,0,0,51,0
300000,65,3,12,4,0,0,65,0
2000000,45,12,10,5,0,1,23,1
750000,15,18,11,5,0,1,13,1
200000,5,35,18,3,0,1,63,1
2000000,0,19,8,1,1,1,59,1
2000000,86,24,7,1,1,0,67,1
2000000,15,35,2,1,1,1,9,0
200000,40,19,5,4,1,1,50,1
500000,85,4,12,4,1,1,22,1
300000,86,15,13,5,1,0,8,1
2000000,45,39,0,6,1,0,32,0
750000,87,35,8,2,0,0,56,1
500000,33,5,16,1,1,1,44,1
300000,24,37,16,2,1,1,59,1
200000,4,34,6,1,0,1,45,1
500000,57,30,2,5,1,0,72,1
1000000,39,25,6,5,1,0,45,1
200000,40,36,6,6,0,0,65,0
300000,45,2,4,1,1,1,39,0
500000,69,20,12,2,0,0,52,0
500000,68,21,1,1,1,1,47,1
100000,87,1,17,3,1,0,33,0
100000,9,16,18,4,0,0,41,1
750000,50,47,20,6,1,1,13,0
5000000,60,40,1,5,1,0,0,1
2000000,53,47,6,1,0,1,6,0
2000000,23,38,17,2,1,1,67,1
1000000,68,6,3,3,1,0,44,1
300000,59,12,11,4,1,0,40,1
2000000,10,35,11,4,0,1,4,1
200000,3,7,15,2,1,1,65,1
5000000,31,25,15,2,0,0,8,1
5000000,55,0,6,6,0,1,25,0
100000,10,44,12,6,1,0,38,1
200000,77,0,9,5,0,0,48,0
300000,35,42,7,2,1,1,24,1
200000,30,2,14,3,1,1,47,0
100000,28,37,6,4,1,0,58,1
500000,53,2,6,5,1,0,25,0
750000,21,48,2,4,1,0,47,1
500000,43,38,17,5,0,1,20,1
300000,90,16,13,2,1,1,4,0
100000,30,30,14,2,1,1,0,1
5000000,75,46,14,6,0,0,50,1
1000000,69,23,8,1,0,1,4,1
750000,12,32,7,2,0,1,46,1
1000000,62,29,8,6,1,1,71,1
750000,17,19,17,3,0,0,40,1
5000000,79,40,15,4,0,1,47,1
300000,32,23,10,3,1,1,32,1
5000000,85,22,18,1,0,0,50,1
750000,3,3,18,2,0,1,6,0
500000,72,36,1,3,1,0,66,1
100000,89,47,7,3,0,0,13,0
300000,4,17,7,1,0,0,43,0
300000,42,40,20,4,0,0,60,0
5000000,65,22,16,4,1,1,20,1
750000,68,40,2,6,0,0,31,0
200000,50,25,14,2,1,1,65,1
500000,72,32,5,2,0,1,20,1
100000,5,25,3,4,1,1,66,1
100000,55,13,17,5,0,0,57,0
200000,40,48,3,6,1,0,24,1
1000000,63,23,15,3,1,1,4,1
200000,32,38,1,3,1,0,22,0
500000,20,0,7,1,1,0,61,1
200000,62,37,2,2,1,1,9,0
200000,68,47,2,6,1,1,62,0
300000,21,20,6,3,0,1,70,1
2000000,57,35,19,2,1,1,3,0
5000000,2,3,4,5,1,1,72,0
200000,89,48,10,4,0,0,66,0
100000,79,39,16,2,1,1,46,1
2000000,73,45,1,6,0,1,25,0
100000,39,40,12,2,1,0,20,1
300000,64,21,19,2,1,1,40,0
300000,87,35,18,4,1,1,63,1
1000000,87,7,18,1,1,0,38,1
750000,63,13,0,2,1,1,33,0
5000000,61,5,0,5,1,0,14,0
2000000,66,44,12,5,1,1,14,1
5000000,12,18,20,6,0,0,36,1
300000,22,28,16,4,0,0,58,1
2000000,64,37,0,3,0,0,67,0
5000000,78,40,8,1,0,0,3,1
5000000,65,21,8,6,1,0,24,0
1000000,41,6,13,3,0,0,32,0
200000,3,30,10,3,0,1,28,1
2000000,11,37,11,5,0,0,23,1
100000,46,17,10,4,1,0,25,1
5000000,22,20,9,1,0,0,17,0
200000,8,39,18,4,1,1,37,1
750000,60,39,15,3,0,0,38,1
1000000,5,49,15,6,1,1,14,0
2000000,9,34,20,6,1,0,63,0
500000,38,50,16,5,1,1,13,1
500000,14,45,7,2,0,1,0,1
300000,18,28,7,2,1,0,29,1
5000000,85,46,12,5,0,0,54,1
750000,72,17,17,5,0,0,31,1
1000000,84,4,17,6,0,1,1,0
100000,35,39,6,3,0,1,18,0
2000000,48,0,19,6,0,0,38,0
500000,85,3,16,6,1,0,67,0
300000,23,9,5,4,1,1,16,0
750000,22,18,1,5,1,0,30,1
750000,27,26,0,6,1,0,67,1
100000,6,41,14,6,1,1,44,1
750000,37,39,0,2,1,1,61,1
5000000,14,21,16,6,1,1,32,0
200000,86,10,3,3,0,0,41,0
2000000,9,44,17,1,1,1,36,1
1000000,55,8,5,6,0,0,42,0
1000000,42,45,2,4,1,0,46,1
2000000,42,0,7,1,1,1,70,1
1000000,85,33,15,1,0,1,0,0
300000,85,31,14,5,0,1,62,0
5000000,6,38,7,1,0,0,31,1
1000000,88,47,1,6,1,1,29,1
750000,51,42,5,5,1,0,40,1
300000,3,5,17,2,1,0,20,1
100000,71,14,4,4,1,0,58,1
1000000,29,2,4,2,0,0,14,1
100000,68,46,5,6,0,0,59,0
100000,45,29,17,3,0,0,57,0
100000,17,28,14,4,0,1,3,0
100000,72,34,20,1,1,0,28,1
5000000,81,19,9,1,0,0,4,0
5000000,34,38,6,5,0,0,69,0
1000000,50,20,10,4,1,1,0,1
5000000,18,36,8,6,0,1,26,1
200000,75,35,10,1,1,0,70,0
1000000,9,11,13,5,0,0,11,1
300000,83,28,1,6,0,1,41,0
5000000,22,8,16,3,1,1,39,1
500000,6,33,16,4,0,0,16,1
750000,66,0,15,5,1,1,62,1
200000,26,10,7,5,1,0,38,1
750000,68,15,20,3,1,1,35,1
200000,21,26,14,1,0,0,30,1
1000000,14,43,2,2,0,0,25,0
500000,87,37,19,4,0,0,65,0
100000,32,27,14,4,1,0,0,0
5000000,30,29,15,1,0,1,66,0
100000,81,9,17,6,0,1,28,0
500000,24,37,0,5,1,0,8,0
100000,70,0,4,6,0,1,51,0
5000000,8,3,9,3,0,0,35,1
2000000,5,27,15,4,0,0,27,0
2000000,25,47,16,4,0,1,35,1
200000,53,33,15,3,1,1,9,1
2000000,7,11,1,3,0,1,67,0
1000000,45,45,18,4,0,1,22,1
5000000,32,22,0,6,0,1,5,0
300000,90,15,5,3,0,1,61,0
2000000,63,21,10,5,0,1,32,1
500000,89,7,9,6,1,0,55,1
300000,41,18,8,2,0,0,46,0
5000000,86,2,17,1,1,1,39,1
2000000,69,17,20,2,0,1,32,0
300000,65,40,14,4,1,0,14,0
500000,53,49,20,6,1,0,35,0
100000,72,25,17,1,1,1,59,0
5000000,33,10,9,6,0,1,14,0
5000000,37,12,2,6,0,1,65,0
300000,30,14,19,4,0,1,38,1
2000000,84,38,6,4,0,0,22,0
750000,82,21,1,6,0,0,69,0
5000000,72,43,0,5,0,1,58,0
100000,42,25,4,5,1,1,23,1
1000000,50,25,1,4,0,1,68,0
750000,19,13,12,2,1,1,62,1
200000,84,31,10,5,0,0,29,0
500000,85,14,0,6,1,0,33,0
100000,4,48,9,3,0,1,13,1
1000000,35,36,14,6,1,1,66,1
300000,67,47,7,6,1,1,23,0
750000,45,30,8,5,0,0,23,0
200000,21,14,18,1,1,1,48,1
750000,74,1,15,5,1,1,24,1
2000000,17,13,8,6,1,0,31,1
5000000,33,11,3,1,0,1,55,1
2000000,73,20,6,1,1,1,34,0
5000000,35,28,7,1,1,1,57,0
1000000,28,38,10,2,1,1,30,1
1000000,86,26,16,5,1,0,48,0
5000000,12,43,10,1,0,1,19,0
1000000,54,17,2,3,0,1,13,0
200000,86,4,9,4,1,1,60,0
500000,81,26,11,2,0,1,9,1
750000,65,21,3,4,0,0,54,1
500000,87,10,3,6,1,0,61,0
200000,47,30,3,4,0,0,52,0
1000000,65,23,19,5,0,0,49,1
100000,33,41,18,5,1,0,1,0
500000,41,36,4,3,1,1,58,0
500000,24,28,16,1,0,1,32,1
100000,23,38,16,2,1,1,2,0
200000,87,37,8,2,0,0,0,0
300000,17,42,19,1,1,0,40,1
5000000,72,13,19,4,0,0,46,1
5000000,32,27,14,4,0,1,24,1
300000,17,28,13,3,1,1,8,1
5000000,68,42,9,3,1,0,66,0
300000,35,22,4,4,0,1,13,0
200000,38,15,14,2,0,1,12,0
200000,7,27,0,1,0,1,62,0
1000000,1,34,19,2,0,1,71,1
300000,65,28,10,6,0,0,32,0
1000000,67,30,11,6,0,0,1,1
750000,26,34,2,5,1,1,25,1
500000,74,1,2,5,0,0,63,0
750000,14,10,12,5,1,0,64,1
300000,87,4,3,2,1,0,29,0
200000,89,32,6,4,0,0,42,0
750000,55,7,15,6,0,0,27,0
300000,11,31,15,4,0,0,56,1
100000,8,0,12,1,0,0,5,0
200000,65,0,3,5,0,1,8,0
500000,88,25,3,6,0,1,1,1
100000,81,44,3,4,1,0,42,1
5000000,37,25,19,3,1,1,17,1
300000,26,41,20,3,0,0,68,1
300000,13,36,7,4,0,1,22,0
300000,53,8,11,5,1,0,56,0
100000,44,22,12,6,1,0,45,1
100000,25,24,17,2,1,0,62,0
500000,22,9,1,2,1,1,46,1
200000,62,36,8,1,1,0,7,0
200000,84,24,14,1,1,1,70,0
100000,72,31,15,6,0,0,40,0
5000000,39,33,18,3,0,0,27,1
750000,39,18,1,4,0,0,50,0
200000,5,6,19,1,1,0,59,1
200000,72,46,16,4,1,0,48,0
1000000,57,50,12,4,0,0,7,1
5000000,2,36,7,1,0,1,56,1
5000000,35,27,6,6,0,0,51,1
100000,73,24,13,4,0,1,51,0
1000000,18,31,14,1,0,0,31,1
1000000,49,39,13,6,0,1,22,0
300000,48,28,1,2,0,1,28,0
1000000,87,11,18,2,0,0,61,1
200000,53,38,16,5,1,1,48,0
500000,29,0,7,3,1,0,44,0
300000,0,37,13,5,0,1,23,1
1000000,21,5,5,4,0,1,60,1
500000,37,32,14,4,0,0,15,1
200000,54,19,15,5,0,0,48,0
750000,87,47,17,4,1,1,6,1
200000,20,13,17,6,0,1,47,1
750000,51,49,6,2,0,0,15,1
500000,79,38,15,4,0,1,46,0
300000,78,44,9,5,0,1,22,0
750000,8,8,18,5,0,1,68,0
5000000,76,30,6,2,1,0,60,1
300000,65,33,18,5,0,1,25,0
300000,20,7,8,2,1,0,46,1
500000,39,43,8,3,0,1,21,0
5000000,11,13,7,1,0,1,34,1
5000000,69,29,10,6,1,1,22,1
2000000,40,31,7,2,1,0,51,1
300000,17,4,15,4,0,0,27,0
1000000,54,23,7,1,1,1,39,1
200000,3,48,17,3,0,0,54,1
300000,48,25,2,2,1,1,23,0
1000000,81,48,0,5,0,1,60,0
5000000,80,35,9,4,0,0,14,1
750000,9,28,3,2,0,0,47,1
2000000,24,30,18,1,1,1,29,1
500000,75,14,0,4,0,1,50,0
300000,88,46,19,4,1,0,48,0
100000,78,50,20,4,1,1,25,0
100000,20,23,4,3,0,0,48,0
500000,28,14,20,2,0,0,0,0
750000,86,39,18,6,1,1,41,0
300000,49,30,6,6,0,0,61,0
750000,17,36,3,2,1,1,20,0
100000,39,50,7,4,0,1,59,0
200000,88,31,20,4,1,1,25,0
200000,19,19,5,6,1,0,71,0
750000,51,32,19,4,0,0,27,1
1000000,77,19,7,5,1,0,0,1
500000,86,38,12,2,0,0,52,1
500000,70,18,2,2,1,1,19,1
500000,21,9,13,4,0,1,32,1
100000,84,49,14,2,1,0,54,0
200000,0,6,17,5,1,0,56,1
300000,48,10,3,4,0,0,23,0
100000,3,50,18,4,1,1,12,0
200000,71,24,3,4,0,0,10,0
2000000,3,48,12,2,0,0,5,1
200000,17,11,0,4,0,1,46,0
1000000,82,39,20,3,0,1,69,1
2000000,85,41,16,1,0,1,0,1
200000,77,32,20,6,1,1,28,1
200000,36,19,20,6,0,0,66,0
500000,57,10,2,6,1,0,10,0
5000000,5,40,17,6,1,1,21,0
2000000,76,21,0,3,0,1,29,0
5000000,53,1,19,1,0,1,25,0
300000,57,43,14,6,1,1,23,1
5000000,48,2,18,2,0,1,28,0
100000,90,25,6,5,1,0,46,0
2000000,61,12,6,4,0,0,35,1
300000,16,38,7,5,1,0,61,0
100000,6,12,16,6,1,0,23,1
5000000,73,6,5,3,1,1,64,1
2000000,32,50,20,1,0,1,71,1
1000000,35,34,6,1,0,1,21,1
5000000,44,15,10,5,1,1,19,1
300000,24,27,3,2,0,0,34,0
5000000,2,31,17,3,1,0,7,1
1000000,73,30,0,2,1,1,57,0
500000,82,43,3,4,1,1,22,0
2000000,15,18,15,2,0,0,14,1
1000000,68,35,8,5,0,0,59,0
5000000,55,18,3,2,1,1,46,1
750000,29,35,2,3,0,1,49,1
750000,59,14,13,4,0,0,20,1
1000000,78,50,14,1,1,0,3,1
5000000,77,1,16,6,0,1,38,0
1000000,17,13,2,4,0,0,31,1
2000000,71,18,7,5,1,1,67,0
2000000,65,34,20,4,0,1,62,0
1000000,58,30,16,1,0,0,24,1
500000,64,30,10,4,1,0,35,1
5000000,79,28,4,4,0,1,44,1
100000,1,21,8,2,0,0,70,1
1000000,42,29,13,3,0,1,7,0
500000,72,50,13,1,0,0,2,1
2000000,52,3,6,6,0,0,10,0
200000,77,23,13,3,0,1,64,0
1000000,65,6,20,5,1,1,14,1
1000000,83,28,17,3,0,0,45,0
500000,50,30,15,6,0,1,48,1
500000,47,36,3,3,0,1,15,1
750000,14,22,7,2,0,1,19,1
2000000,71,3,15,3,0,1,32,0
1000000,68,26,11,2,1,1,41,1
200000,49,38,8,6,0,1,59,0
5000000,48,0,14,3,1,1,61,1
300000,65,33,3,1,1,1,68,1
1000000,16,18,20,4,0,0,23,1
200000,29,42,15,3,0,1,37,1
300000,66,35,10,4,0,0,50,0
200000,13,39,0,6,1,1,12,1
100000,12,12,4,1,1,0,43,1
100000,56,33,18,6,1,1,51,1
300000,5,28,8,2,0,1,34,1
300000,44,14,15,2,1,1,4,1
100000,18,12,9,2,1,0,13,1
100000,69,24,12,1,1,1,60,1
500000,27,32,11,2,1,0,7,1
2000000,55,34,16,3,0,0,28,1
100000,62,42,8,4,0,1,9,0
1000000,27,13,12,3,0,0,8,1
5000000,51,16,12,4,1,1,39,1
100000,67,35,18,6,0,0,59,0
1000000,55,25,15,6,0,0,36,0
500000,39,8,11,4,0,0,42,0
2000000,19,39,7,6,0,1,39,1
100000,38,17,3,4,0,0,20,0
1000000,16,5,19,1,1,1,44,1
300000,29,44,20,6,0,0,24,1
5000000,29,33,8,4,0,1,56,1
750000,25,5,14,4,1,1,11,1
5000000,14,26,15,4,0,1,9,1
2000000,65,25,1,5,0,1,53,0
300000,15,49,19,5,0,0,2,0
2000000,85,1,2,2,1,0,62,0
200000,67,45,5,5,0,1,16,0
5000000,28,18,5,1,0,0,55,0
100000,74,21,4,3,1,0,9,1
500000,73,4,10,6,1,1,0,1
100000,82,16,2,1,1,0,47,0
200000,4,22,0,1,0,0,28,0
300000,48,46,1,4,0,0,30,0
300000,17,47,20,4,1,0,1,0
300000,72,14,5,2,0,1,54,0
200000,83,49,4,4,1,0,60,1
5000000,58,46,8,2,0,0,37,0
750000,85,25,7,4,1,0,1,0
300000,29,7,4,1,1,1,29,1
500000,69,42,15,3,1,1,70,1
2000000,16,22,18,1,0,1,38,1
750000,39,1,17,6,0,1,54,0
300000,35,34,4,1,0,0,23,0
5000000,72,29,5,6,1,0,17,1
300000,76,49,20,6,1,1,68,1
300000,52,38,17,1,0,0,20,0
200000,52,0,6,1,0,1,20,0
500000,13,17,12,3,1,0,45,1
1000000,23,49,4,2,1,0,18,0
200000,44,0,12,4,1,1,18,0
200000,47,36,17,2,0,0,64,0
200000,62,43,19,2,1,1,52,0
1000000,19,38,15,2,1,0,35,1
5000000,19,16,16,5,0,1,65,1
100000,11,5,13,3,1,1,31,0
200000,33,23,5,1,0,1,57,0
5000000,53,14,17,2,1,0,13,1
750000,54,26,18,4,1,1,56,1
100000,41,2,4,3,0,1,20,0
5000000,51,45,5,6,0,0,17,1
100000,27,12,6,1,0,0,66,0
750000,7,50,13,1,1,1,53,1
5000000,63,24,14,3,1,1,34,1
750000,47,43,9,6,0,0,17,1
2000000,47,28,20,5,0,0,25,1
1000000,66,32,15,4,0,1,31,1
300000,69,46,13,1,1,1,62,0
2000000,20,39,12,2,0,0,47,1
750000,41,5,11,3,0,1,58,0
1000000,77,39,19,2,0,0,21,1
500000,85,28,19,4,1,1,0,1
200000,21,42,11,6,0,0,65,0
100000,83,19,12,6,0,1,70,0
750000,66,27,1,4,1,1,62,0
1000000,44,21,7,5,1,1,64,0
300000,20,30,7,4,1,1,32,1
200000,50,22,0,6,0,1,50,0
2000000,22,1,12,1,1,1,24,0
200000,25,3,3,1,1,1,29,1
200000,3,24,5,6,1,1,6,0
100000,77,39,3,5,0,1,60,0
100000,30,44,15,4,1,0,14,1
100000,43,29,18,2,0,1,10,0
750000,27,22,3,4,0,0,59,1
2000000,63,25,5,4,1,1,31,1
2000000,74,18,2,5,1,1,36,0
5000000,19,0,17,6,1,1,28,0
300000,79,16,6,1,1,0,10,1
1000000,63,36,1,1,0,0,17,0
750000,23,47,2,2,1,0,15,1
1000000,78,27,12,2,1,1,32,1
750000,78,5,13,2,1,0,1,0
300000,2,23,18,1,0,0,36,1
500000,30,10,8,4,0,0,24,0
100000,89,48,11,1,0,1,24,0
200000,50,39,14,4,1,0,16,0
300000,64,41,0,6,1,0,61,0
5000000,49,21,0,6,1,1,8,1
200000,49,23,15,4,0,1,64,0
300000,54,1,10,3,1,1,41,0
200000,24,4,11,6,1,1,32,1
300000,75,23,18,6,1,1,49,1
300000,61,37,9,3,1,0,13,0
300000,61,40,18,3,0,1,46,0
2000000,43,46,20,1,1,1,2,1
1000000,13,49,10,1,0,0,49,0
2000000,86,20,9,4,0,0,38,0
750000,47,31,15,4,0,1,13,0
750000,78,34,16,6,0,1,0,1
100000,49,46,8,1,0,0,2,0
1000000,48,4,20,4,0,1,29,0
500000,26,15,4,6,1,0,28,0
1000000,7,31,7,5,0,0,71,1
1000000,63,12,9,2,1,0,9,1
500000,55,39,4,5,0,0,0,1
1000000,82,42,16,4,0,0,10,1
300000,44,17,5,3,1,0,69,1
5000000,88,47,4,6,1,1,7,1
1000000,57,48,13,6,0,0,52,0
1000000,15,23,11,6,0,0,12,0
200000,73,14,18,1,1,1,53,1
5000000,89,35,14,1,1,1,57,1
5000000,25,24,12,2,1,1,35,1
500000,35,30,9,3,0,0,30,1
1000000,78,39,3,2,0,0,69,1
750000,52,28,9,6,0,0,43,0
300000,3,30,0,2,0,1,44,0
750000,76,44,9,2,1,0,36,1
200000,72,50,0,5,0,0,56,0
100000,13,3,12,4,1,0,9,0
300000,88,45,10,2,1,1,28,0
500000,58,10,8,6,0,0,5,0
5000000,36,18,10,3,0,1,33,1
1000000,59,4,3,5,1,1,36,1
5000000,40,19,13,1,1,1,2,0
200000,61,47,16,5,1,1,70,1
300000,52,2,9,2,1,0,50,0
300000,10,24,18,1,1,1,14,1
500000,36,29,10,5,0,0,52,1
750000,61,18,17,3,1,0,70,0
5000000,44,10,20,2,0,0,34,1
500000,62,16,15,1,0,0,0,1
750000,85,19,3,5,0,1,42,1
200000,10,28,9,2,0,0,40,1
100000,79,18,8,2,1,1,34,1
1000000,69,45,3,6,0,0,19,1
500000,78,3,3,6,0,1,19,0
500000,32,50,15,2,0,1,29,1
500000,11,16,2,5,1,0,51,1
5000000,58,5,0,6,1,0,72,0
500000,24,5,5,3,0,1,7,1
300000,63,33,7,6,1,1,63,1
200000,90,3,12,4,1,1,13,0
300000,9,18,19,3,1,1,60,1
750000,29,15,6,2,1,1,20,1
750000,38,0,2,1,1,0,58,0
200000,47,1,2,5,1,1,28,0
300000,4,28,14,6,0,0,68,1
500000,68,22,11,1,0,1,26,0
300000,72,8,12,2,0,0,56,0
300000,15,9,14,3,0,1,54,0
300000,67,2,13,6,0,0,29,0
300000,25,18,16,1,0,1,45,1
100000,61,2,8,6,0,1,64,0
500000,89,44,9,6,1,0,10,1
5000000,47,30,17,3,0,1,62,1
750000,22,5,5,1,0,0,42,1
5000000,56,49,6,6,0,0,65,1
200000,80,41,3,2,0,1,53,0
5000000,34,13,10,1,1,1,71,1
750000,65,50,20,5,0,0,55,1
200000,50,14,0,2,0,1,18,0
500000,54,7,1,3,0,0,4,0
200000,39,26,20,2,1,0,71,1
200000,2,9,18,3,1,0,13,1
500000,89,25,4,1,0,0,68,1
500000,43,12,10,6,1,1,9,0
750000,33,35,19,5,0,1,51,0
1000000,32,42,13,2,1,1,32,1
5000000,86,50,15,2,0,0,54,0
200000,61,24,11,4,0,1,2,0
750000,37,16,20,2,0,0,0,1
1000000,30,40,3,6,0,1,1,1
200000,6,38,1,2,1,1,59,1
1000000,41,3,1,3,0,0,14,0
100000,71,36,13,6,0,1,71,0
500000,4,5,9,5,0,1,60,1
500000,36,12,9,4,0,0,25,1
100000,87,25,2,2,1,0,11,0
300000,72,49,8,6,1,1,61,1
200000,79,23,14,4,1,0,22,0
1000000,7,0,2,3,1,0,31,0
2000000,89,2,5,2,1,0,8,1
200000,11,14,16,4,1,0,23,1
100000,24,31,15,2,1,0,9,0
500000,34,0,10,6,0,0,10,0
100000,84,1,18,1,1,1,12,0
100000,51,41,0,3,0,0,6,0
100000,57,28,0,3,0,0,66,0
2000000,86,25,5,1,1,0,33,1
5000000,55,22,18,4,1,0,21,1
300000,5,27,9,2,1,1,61,1
200000,53,32,8,1,0,0,12,0
5000000,57,35,8,6,1,0,5,1
1000000,75,19,5,1,1,1,55,1
750000,22,34,12,1,0,0,55,1
750000,22,43,16,2,1,0,25,1
100000,65,5,16,6,1,0,3,0
1000000,43,15,13,4,0,0,14,1
2000000,49,28,0,3,1,0,3,1
750000,80,7,5,5,1,0,69,1
2000000,5,49,10,1,0,1,21,1
500000,86,18,6,4,0,0,51,0
5000000,51,42,9,4,1,1,33,0
750000,21,23,6,6,0,1,4,1
100000,52,4,18,5,1,0,28,0
100000,62,46,13,2,0,1,8,0
300000,60,19,16,4,0,0,5,0
750000,13,10,15,6,0,1,4,0
1000000,45,49,15,5,0,0,21,0
200000,41,36,9,2,0,1,28,0
100000,38,40,5,5,0,0,11,0
300000,74,0,10,4,1,1,55,0
2000000,38,7,2,4,1,0,47,0
500000,43,5,8,1,1,1,55,1
2000000,15,23,6,5,1,0,64,1
200000,54,1,7,4,1,1,18,0
1000000,4,18,20,1,0,1,21,1
500000,56,6,1,4,1,1,50,0
750000,47,30,2,2,0,0,7,0
500000,88,35,3,3,1,1,37,0
1000000,1,29,12,1,1,1,66,1
300000,71,4,15,6,1,1,7,0
5000000,73,30,5,6,1,0,26,0
1000000,0,4,19,5,1,1,36,1
500000,71,46,10,4,0,1,6,1
5000000,37,6,10,2,0,1,42,0
2000000,73,4,7,2,1,0,37,1
5000000,29,45,15,4,0,0,24,0
200000,18,24,0,4,1,0,66,1
200000,76,46,3,1,0,1,7,0
300000,13,14,20,4,0,0,55,1
100000,39,43,3,1,1,1,6,0
300000,84,22,6,3,0,1,66,0
750000,44,17,13,5,1,1,59,1
750000,79,31,11,6,0,0,11,1
750000,29,49,15,4,1,1,6,1
750000,38,5,7,1,0,0,25,0
500000,39,23,0,3,1,1,48,0
500000,60,6,13,3,1,1,53,1
500000,25,11,18,1,1,0,2,1
300000,20,38,10,6,0,1,45,0
750000,60,46,15,3,0,0,30,0
300000,5,11,8,1,0,0,27,1
750000,76,10,7,2,0,1,15,1
750000,35,39,1,1,1,0,8,1
300000,18,39,16,4,0,0,7,1
300000,19,39,17,1,0,0,62,1
1000000,72,29,12,1,0,1,2,0
300000,72,29,14,6,1,0,64,1
1000000,15,10,9,5,0,0,26,0
1000000,87,5,15,3,0,0,13,0
200000,52,16,3,1,0,0,12,0
2000000,59,48,14,3,0,0,65,1
750000,56,6,17,4,1,0,11,1
750000,15,25,14,4,1,0,48,0
750000,12,36,14,5,0,1,65,0
5000000,19,28,17,4,0,0,2,1
300000,75,4,13,1,0,0,51,0
300000,29,14,15,6,0,1,45,0
2000000,89,16,4,6,1,1,22,1
200000,48,45,13,5,1,1,51,0
500000,32,32,11,2,1,1,58,1
5000000,66,19,14,4,1,1,41,1
500000,39,39,7,2,0,1,6,0
750000,41,35,14,3,1,1,26,0
200000,24,49,8,1,0,0,21,0
100000,88,2,9,3,0,1,10,0
1000000,90,23,3,6,1,0,42,0
300000,72,45,5,5,1,1,12,1
200000,71,13,17,4,0,1,7,0
500000,89,35,14,1,0,1,20,1
100000,68,9,14,2,0,0,45,0
2000000,80,48,0,6,1,0,33,0
1000000,79,36,6,3,1,0,26,0
1000000,27,1,19,2,1,1,42,1
2000000,32,45,9,4,1,0,22,1
500000,81,11,3,3,1,1,19,1
1000000,25,24,12,5,1,1,24,1
5000000,80,34,3,3,0,1,39,1
1000000,42,12,10,3,1,0,2,1
750000,49,48,20,2,1,1,71,0
2000000,45,9,14,2,0,0,43,0
750000,11,26,5,5,1,0,48,0
5000000,6,14,8,1,0,1,24,1
100000,52,6,14,4,0,1,69,0
750000,86,47,8,3,0,1,21,1
300000,42,46,3,6,1,0,45,1
1000000,34,45,10,3,1,0,8,0
1000000,7,28,11,5,0,1,71,1
5000000,27,35,11,3,1,1,17,1
200000,69,11,3,3,1,1,32,0
300000,39,43,18,4,1,1,66,1
500000,70,44,11,2,1,0,1,0
2000000,77,20,14,6,1,0,36,0
1000000,83,40,12,2,1,0,45,1
1000000,78,38,5,4,0,0,2,0
500000,78,47,18,4,1,0,47,1
5000000,29,2,15,5,1,0,51,1
100000,5,0,10,1,0,0,8,0
1000000,88,21,3,4,1,0,13,0
5000000,43,32,5,6,0,0,52,0
