budget,urgency,views,saves,bedrooms,preapproved,open_house,agent_response_hours,buyer_readiness_score,engagement_score,speed_penalty,converted
1000000,65,36,13,5,1,1,57,70,75.5,79.16666666666666,0
5000000,86,6,8,3,1,1,22,70,38.0,30.555555555555557,0
750000,8,11,10,4,1,1,50,100,46.0,69.44444444444444,1
500000,15,43,10,1,1,1,68,100,78.0,94.44444444444444,1
500000,33,7,6,3,1,1,28,70,36.0,38.88888888888889,1
5000000,35,10,7,6,1,0,47,70,20.5,65.27777777777779,1
750000,47,25,2,4,0,1,0,30,48.0,0.0,0
500000,24,36,1,4,0,0,2,60,37.5,2.7777777777777777,1
200000,65,18,17,1,1,0,5,40,43.5,6.944444444444445,1
750000,43,32,1,6,1,1,44,70,53.5,61.111111111111114,1
200000,44,28,10,3,0,1,48,0,63.0,66.66666666666666,0
200000,58,45,17,5,1,0,34,40,70.5,47.22222222222222,0
100000,13,35,13,5,1,1,60,70,74.5,83.33333333333334,1
750000,10,33,1,1,1,1,42,100,54.5,58.333333333333336,0
2000000,3,28,19,5,1,1,69,100,76.5,95.83333333333334,1
1000000,40,12,2,2,0,1,69,30,35.0,95.83333333333334,0
1000000,75,27,9,5,0,1,59,30,60.5,81.94444444444444,1
200000,85,27,13,2,0,0,71,0,46.5,98.61111111111111,0
200000,36,46,13,5,0,0,59,0,65.5,81.94444444444444,0
300000,89,12,16,4,1,0,42,40,36.0,58.333333333333336,1
1000000,3,23,4,1,1,1,7,100,49.0,9.722222222222223,1
300000,81,46,20,3,1,0,63,40,76.0,87.5,1
100000,36,45,9,6,0,0,63,0,58.5,87.5,0
300000,17,35,8,6,0,0,5,30,47.0,6.944444444444445,1
2000000,2,19,11,4,0,1,35,60,55.5,48.61111111111111,0
500000,2,42,0,1,1,1,63,100,62.0,87.5,1
5000000,63,5,3,1,0,1,3,30,29.5,4.166666666666666,0
100000,88,29,4,4,1,1,3,40,55.0,4.166666666666666,1
2000000,84,5,4,2,0,1,49,30,31.0,68.05555555555556,0
100000,34,39,18,4,0,0,43,0,66.0,59.72222222222222,0
1000000,52,50,5,4,0,1,44,30,77.5,61.111111111111114,1
300000,87,11,13,3,0,0,58,0,30.5,80.55555555555556,0
200000,78,16,18,3,1,1,7,40,63.0,9.722222222222223,1
750000,48,22,3,1,0,0,32,30,26.5,44.44444444444444,1
750000,14,22,19,5,1,1,49,100,70.5,68.05555555555556,1
500000,19,29,12,3,1,0,34,100,47.0,47.22222222222222,1
2000000,8,4,7,1,1,1,26,100,34.5,36.11111111111111,1
100000,73,31,6,5,1,1,58,40,60.0,80.55555555555556,1
200000,64,32,17,1,0,1,3,0,77.5,4.166666666666666,0
100000,83,37,20,5,0,0,57,0,67.0,79.16666666666666,0
2000000,55,2,13,4,0,0,52,30,21.5,72.22222222222221,0
500000,6,39,8,1,0,0,39,60,51.0,54.166666666666664,1
5000000,31,13,7,5,0,0,11,30,23.5,15.277777777777779,1
200000,4,47,5,6,1,1,3,70,74.5,4.166666666666666,1
750000,7,44,7,6,0,1,11,60,74.5,15.277777777777779,0
750000,15,7,6,6,0,0,47,60,16.0,65.27777777777779,1
1000000,28,38,1,3,1,1,60,100,59.5,83.33333333333334,0
1000000,52,17,19,4,1,0,53,70,45.5,73.61111111111111,1
5000000,70,34,18,1,0,0,67,30,61.0,93.05555555555556,0
300000,47,13,2,5,0,1,27,0,36.0,37.5,0
500000,39,25,12,6,0,1,5,30,63.0,6.944444444444445,1
2000000,51,2,15,1,0,1,32,30,44.5,44.44444444444444,0
5000000,75,37,6,4,1,1,2,70,66.0,2.7777777777777777,1
100000,67,18,17,2,0,0,11,0,43.5,15.277777777777779,0
100000,53,5,18,4,1,0,27,40,32.0,37.5,0
750000,8,43,12,5,1,1,18,100,81.0,25.0,0
100000,69,17,20,4,0,1,13,0,67.0,18.055555555555554,0
200000,25,18,19,5,1,1,64,70,66.5,88.88888888888889,1
100000,35,43,3,4,1,1,5,40,67.5,6.944444444444445,0
2000000,22,7,10,1,0,0,3,60,22.0,4.166666666666666,1
5000000,83,43,11,2,0,1,7,30,79.5,9.722222222222223,0
300000,20,28,11,1,0,0,28,30,44.5,38.88888888888889,0
750000,32,12,8,3,1,0,38,70,24.0,52.77777777777778,0
100000,16,19,14,5,0,1,24,30,60.0,33.33333333333333,1
500000,55,41,14,1,0,0,11,30,62.0,15.277777777777779,0
750000,88,15,9,3,1,1,23,70,48.5,31.944444444444443,1
2000000,15,42,20,3,1,1,41,100,92.0,56.94444444444444,1
100000,49,4,2,1,0,1,9,0,27.0,12.5,0
300000,26,6,5,2,0,1,66,30,33.5,91.66666666666666,0
1000000,15,13,1,5,0,1,30,60,34.5,41.66666666666667,1
200000,48,12,19,2,0,0,10,0,40.5,13.88888888888889,0
1000000,66,32,3,4,1,0,22,70,36.5,30.555555555555557,1
200000,86,24,18,2,1,0,60,40,51.0,83.33333333333334,1
200000,2,32,12,1,0,1,72,30,70.0,100.0,0
5000000,20,37,3,1,1,0,30,100,41.5,41.66666666666667,1
200000,42,14,17,6,0,0,69,0,39.5,95.83333333333334,0
500000,10,10,5,4,0,0,60,60,17.5,83.33333333333334,1
100000,65,20,10,2,0,1,50,0,55.0,69.44444444444444,0
100000,59,2,14,2,0,1,11,0,43.0,15.277777777777779,0
100000,18,44,13,6,0,0,11,30,63.5,15.277777777777779,1
5000000,55,23,4,4,1,1,48,70,49.0,66.66666666666666,1
100000,9,43,18,5,1,0,45,70,70.0,62.5,0
1000000,88,50,8,1,1,0,58,70,62.0,80.55555555555556,0
100000,58,39,6,1,1,1,69,40,68.0,95.83333333333334,1
200000,59,48,9,5,1,1,69,40,81.5,95.83333333333334,1
200000,90,29,2,2,0,1,65,0,52.0,90.27777777777779,0
300000,85,12,5,3,0,1,51,0,39.5,70.83333333333334,0
100000,37,32,15,4,0,1,36,0,74.5,50.0,0
750000,64,31,17,6,1,1,63,70,76.5,87.5,0
200000,8,48,17,4,1,0,2,70,73.5,2.7777777777777777,1
200000,26,48,15,2,1,0,58,70,70.5,80.55555555555556,1
300000,41,49,9,5,0,0,58,0,62.5,80.55555555555556,0
750000,83,20,5,2,1,0,65,70,27.5,90.27777777777779,1
5000000,11,31,2,5,1,0,48,100,34.0,66.66666666666666,1
1000000,72,13,1,6,1,0,38,70,14.5,52.77777777777778,1
200000,22,37,5,2,0,0,29,30,44.5,40.27777777777778,1
5000000,78,32,0,4,0,1,49,30,52.0,68.05555555555556,0
500000,33,17,11,4,0,1,56,30,53.5,77.77777777777779,0
200000,49,46,0,2,1,1,58,40,66.0,80.55555555555556,0
500000,2,15,6,4,0,0,71,60,24.0,98.61111111111111,1
750000,3,34,19,2,0,1,66,60,82.5,91.66666666666666,0
100000,15,29,5,6,1,1,54,70,56.5,75.0,1
100000,5,17,17,4,0,0,41,30,42.5,56.94444444444444,1
100000,53,36,20,5,0,0,40,0,66.0,55.55555555555556,0
300000,64,15,11,3,1,1,20,40,51.5,27.77777777777778,0
750000,11,23,7,4,1,0,21,100,33.5,29.166666666666668,0
200000,65,26,3,3,1,0,72,40,30.5,100.0,1
750000,3,13,1,4,0,1,13,60,34.5,18.055555555555554,1
100000,39,36,17,6,1,0,72,40,61.5,100.0,0
750000,42,28,10,2,0,1,42,30,63.0,58.333333333333336,0
200000,64,22,16,1,0,1,32,0,66.0,44.44444444444444,0
1000000,24,15,2,4,0,0,49,60,18.0,68.05555555555556,0
300000,9,0,12,5,1,1,48,70,38.0,66.66666666666666,1
1000000,61,17,6,3,1,1,33,70,46.0,45.83333333333333,0
750000,88,2,18,1,0,0,56,30,29.0,77.77777777777779,0
2000000,64,3,13,4,1,0,1,70,22.5,1.3888888888888888,1
5000000,6,42,13,4,0,0,13,60,61.5,18.055555555555554,1
750000,84,24,6,1,0,0,55,30,33.0,76.38888888888889,0
200000,85,35,14,1,0,0,51,0,56.0,70.83333333333334,0
1000000,6,32,9,2,1,0,61,100,45.5,84.72222222222221,1
300000,90,33,20,3,1,1,59,40,83.0,81.94444444444444,0
200000,34,27,13,1,1,1,59,40,66.5,81.94444444444444,0
200000,19,47,8,5,1,1,17,70,79.0,23.61111111111111,0
2000000,42,37,15,2,0,1,26,30,79.5,36.11111111111111,1
200000,19,45,14,4,0,0,67,30,66.0,93.05555555555556,0
750000,6,33,15,6,1,1,64,100,75.5,88.88888888888889,0
300000,39,18,9,6,1,0,29,40,31.5,40.27777777777778,1
1000000,83,26,5,5,1,1,7,70,53.5,9.722222222222223,0
300000,48,49,12,2,1,0,41,40,67.0,56.94444444444444,1
2000000,70,37,11,3,1,1,4,70,73.5,5.555555555555555,1
200000,13,15,18,4,1,1,55,70,62.0,76.38888888888889,1
2000000,33,37,12,6,1,0,45,70,55.0,62.5,1
500000,26,4,12,2,0,0,43,60,22.0,59.72222222222222,1
1000000,2,26,8,3,1,0,31,100,38.0,43.05555555555556,1
2000000,7,27,10,4,0,0,55,60,42.0,76.38888888888889,1
500000,70,17,15,3,0,1,62,30,59.5,86.11111111111111,1
300000,24,21,19,2,1,0,44,70,49.5,61.111111111111114,1
5000000,68,33,15,6,1,1,6,70,75.5,8.333333333333332,0
1000000,23,15,14,6,0,0,36,60,36.0,50.0,0
5000000,10,22,13,1,1,0,25,100,41.5,34.72222222222222,1
500000,38,50,9,2,0,1,3,30,83.5,4.166666666666666,1
100000,24,50,20,5,1,1,71,70,100.0,98.61111111111111,0
5000000,51,33,15,5,1,0,2,70,55.5,2.7777777777777777,1
1000000,74,38,16,4,0,1,49,30,82.0,68.05555555555556,1
200000,11,25,12,2,0,1,28,30,63.0,38.88888888888889,1
750000,38,40,5,3,0,1,28,30,67.5,38.88888888888889,0
200000,80,48,4,3,1,1,59,40,74.0,81.94444444444444,0
750000,70,38,14,6,1,0,9,70,59.0,12.5,1
1000000,34,13,11,6,1,0,20,70,29.5,27.77777777777778,0
2000000,32,36,19,5,1,1,65,70,84.5,90.27777777777779,0
5000000,82,14,17,6,0,1,16,30,59.5,22.22222222222222,1
300000,67,2,1,1,1,1,58,40,23.5,80.55555555555556,0
1000000,82,15,13,1,1,1,69,70,54.5,95.83333333333334,1
2000000,20,36,14,1,1,1,39,100,77.0,54.166666666666664,1
750000,48,35,16,3,0,1,65,30,79.0,90.27777777777779,0
500000,81,47,0,3,1,1,43,70,67.0,59.72222222222222,1
750000,10,33,11,1,0,0,31,60,49.5,43.05555555555556,0
100000,67,49,1,4,1,0,31,40,50.5,43.05555555555556,0
2000000,30,44,17,4,1,0,25,100,69.5,34.72222222222222,1
2000000,48,30,14,4,1,0,62,70,51.0,86.11111111111111,1
750000,63,25,4,2,0,1,20,30,51.0,27.77777777777778,1
5000000,48,40,10,1,0,1,29,30,75.0,40.27777777777778,1
500000,89,29,0,1,0,0,43,30,28.999999999999996,59.72222222222222,0
5000000,66,12,17,5,1,0,40,70,37.5,55.55555555555556,1
200000,4,35,7,6,1,1,39,70,65.5,54.166666666666664,1
500000,72,42,18,2,1,0,36,70,69.0,50.0,0
750000,70,6,2,4,0,1,19,30,29.0,26.38888888888889,0
300000,77,10,2,5,0,0,12,0,13.0,16.666666666666664,0
200000,73,29,8,1,1,1,53,40,61.0,73.61111111111111,1
500000,21,19,20,5,0,1,49,60,69.0,68.05555555555556,0
300000,36,36,9,4,0,0,69,0,49.5,95.83333333333334,0
500000,79,38,6,1,1,0,27,70,47.0,37.5,1
500000,49,50,18,4,1,0,12,70,77.0,16.666666666666664,1
2000000,79,24,16,3,1,0,25,70,48.0,34.72222222222222,1
1000000,41,38,12,4,0,0,43,30,56.0,59.72222222222222,1
300000,39,11,18,1,0,1,0,0,58.0,0.0,0
750000,69,41,19,1,0,0,3,30,69.5,4.166666666666666,1
5000000,89,8,10,5,0,1,42,30,43.0,58.333333333333336,0
300000,19,7,8,5,0,0,68,30,19.0,94.44444444444444,0
300000,9,39,3,3,0,0,44,30,43.5,61.111111111111114,1
500000,72,31,4,3,0,1,19,30,57.0,26.38888888888889,1
500000,69,0,12,5,1,1,51,70,38.0,70.83333333333334,1
1000000,65,7,18,6,1,0,69,70,34.0,95.83333333333334,1
1000000,43,30,9,1,0,1,20,30,63.5,27.77777777777778,1
1000000,14,28,4,6,1,1,12,100,54.0,16.666666666666664,1
1000000,51,5,2,6,1,1,39,70,28.0,54.166666666666664,0
1000000,0,5,18,2,1,1,38,100,52.0,52.77777777777778,1
2000000,88,30,14,2,0,1,56,30,71.0,77.77777777777779,1
100000,40,17,5,3,1,1,68,40,44.5,94.44444444444444,1
5000000,2,30,18,4,1,0,52,100,57.0,72.22222222222221,0
750000,23,44,1,2,0,0,0,60,45.5,0.0,1
1000000,85,9,10,3,1,1,34,70,44.0,47.22222222222222,1
5000000,34,7,15,4,1,0,25,70,29.5,34.72222222222222,1
200000,53,28,12,5,0,1,42,0,66.0,58.333333333333336,0
2000000,42,43,17,2,0,1,0,30,88.5,0.0,0
100000,50,13,0,1,0,0,39,0,13.0,54.166666666666664,0
100000,79,45,13,6,1,1,37,40,84.5,51.388888888888886,0
2000000,51,17,7,5,0,0,72,30,27.5,100.0,1
2000000,17,48,5,3,1,0,15,100,55.5,20.833333333333336,1
2000000,29,34,2,5,1,1,12,100,57.0,16.666666666666664,1
2000000,4,28,4,2,1,0,11,100,34.0,15.277777777777779,1
750000,86,31,6,5,1,0,31,70,40.0,43.05555555555556,1
200000,77,23,2,3,1,0,60,40,26.0,83.33333333333334,0
500000,89,42,15,2,1,0,65,70,64.5,90.27777777777779,0
1000000,76,3,17,1,0,0,66,30,28.5,91.66666666666666,0
200000,33,49,5,4,1,1,39,40,76.5,54.166666666666664,0
300000,11,27,17,4,0,0,37,30,52.5,51.388888888888886,1
300000,11,4,10,3,0,0,8,30,19.0,11.11111111111111,0
500000,26,14,13,6,0,0,54,60,33.5,75.0,1
100000,57,25,9,3,1,0,28,40,38.5,38.88888888888889,1
200000,28,37,7,1,0,1,57,30,67.5,79.16666666666666,0
500000,87,10,16,6,1,0,27,70,34.0,37.5,0
750000,60,31,16,4,1,0,26,70,55.0,36.11111111111111,1
300000,72,4,8,5,1,1,54,40,36.0,75.0,0
200000,80,5,5,4,0,1,56,0,32.5,77.77777777777779,0
750000,82,13,9,3,0,0,62,30,26.5,86.11111111111111,0
200000,83,41,17,3,1,1,59,40,86.5,81.94444444444444,0
200000,35,31,9,4,1,1,67,40,64.5,93.05555555555556,0
500000,63,19,19,5,1,0,44,70,47.5,61.111111111111114,0
300000,32,20,2,6,1,1,46,40,43.0,63.888888888888886,0
100000,18,30,20,4,0,1,25,30,80.0,34.72222222222222,1
300000,1,40,14,5,0,1,41,30,81.0,56.94444444444444,0
1000000,13,44,19,5,0,0,60,60,72.5,83.33333333333334,1
200000,35,32,20,1,0,0,31,0,62.0,43.05555555555556,0
5000000,66,33,14,5,0,0,42,30,54.0,58.333333333333336,1
500000,32,11,1,3,0,0,44,30,12.5,61.111111111111114,0
100000,67,18,19,1,0,0,67,0,46.5,93.05555555555556,0
300000,1,42,2,6,1,0,6,70,45.0,8.333333333333332,1
300000,61,16,7,2,0,0,64,0,26.5,88.88888888888889,0
5000000,11,24,15,2,0,1,70,60,66.5,97.22222222222221,0
2000000,64,4,2,1,1,0,2,70,7.0,2.7777777777777777,0
100000,59,29,15,4,0,0,24,0,51.5,33.33333333333333,0
300000,67,26,10,6,1,1,52,40,61.0,72.22222222222221,0
5000000,80,10,11,6,0,0,34,30,26.5,47.22222222222222,1
500000,41,4,4,6,1,0,57,70,10.0,79.16666666666666,1
500000,41,33,14,2,1,1,20,70,74.0,27.77777777777778,1
1000000,6,17,7,6,1,1,10,100,47.5,13.88888888888889,1
200000,83,50,6,3,1,0,1,40,59.0,1.3888888888888888,1
200000,27,3,6,2,1,1,30,70,32.0,41.66666666666667,0
5000000,34,47,7,6,0,0,48,30,57.5,66.66666666666666,0
300000,24,24,7,5,1,1,69,70,54.5,95.83333333333334,1
300000,87,6,10,3,0,0,58,0,21.0,80.55555555555556,0
500000,89,44,18,4,1,0,53,70,71.0,73.61111111111111,1
500000,18,22,6,5,1,0,61,100,31.0,84.72222222222221,1
100000,41,30,18,5,0,1,18,0,77.0,25.0,0
300000,23,7,12,2,0,1,22,30,45.0,30.555555555555557,0
200000,35,20,14,4,1,1,5,40,61.0,6.944444444444445,0
750000,57,18,6,3,1,1,10,70,47.0,13.88888888888889,0
300000,27,46,15,6,0,0,40,30,68.5,55.55555555555556,1
300000,37,23,10,6,1,0,20,40,38.0,27.77777777777778,0
300000,11,0,10,3,0,0,2,30,15.0,2.7777777777777777,0
200000,59,7,7,6,1,0,33,40,17.5,45.83333333333333,0
100000,22,21,14,4,0,1,14,30,62.0,19.444444444444446,0
2000000,44,34,10,1,1,1,38,70,69.0,52.77777777777778,1
5000000,37,10,1,4,1,1,15,70,31.5,20.833333333333336,0
1000000,53,5,16,4,1,0,1,70,29.0,1.3888888888888888,1
750000,1,41,20,2,1,1,17,100,91.0,23.61111111111111,0
1000000,90,36,16,1,1,0,12,70,60.0,16.666666666666664,0
100000,13,46,12,4,1,1,57,70,84.0,79.16666666666666,1
200000,76,22,20,1,1,0,4,40,52.0,5.555555555555555,1
200000,15,12,8,3,1,1,26,70,44.0,36.11111111111111,0
5000000,85,11,3,2,1,1,32,70,35.5,44.44444444444444,0
500000,76,36,4,4,0,0,35,30,42.0,48.61111111111111,1
500000,24,20,10,4,0,0,52,60,35.0,72.22222222222221,1
300000,47,21,16,4,1,0,59,40,45.0,81.94444444444444,1
200000,16,15,17,6,1,0,71,70,40.5,98.61111111111111,1
100000,21,24,4,4,0,0,44,30,30.0,61.111111111111114,1
1000000,40,24,11,6,1,0,4,70,40.5,5.555555555555555,1
100000,42,49,12,3,0,1,16,0,87.0,22.22222222222222,0
2000000,54,44,20,6,0,1,44,30,94.0,61.111111111111114,1
750000,41,24,0,3,0,0,37,30,24.0,51.388888888888886,0
100000,35,44,12,5,0,1,16,0,82.0,22.22222222222222,0
100000,1,15,20,3,0,0,35,30,45.0,48.61111111111111,0
200000,79,31,2,4,0,1,16,0,54.0,22.22222222222222,0
100000,83,33,10,3,0,0,41,0,48.0,56.94444444444444,0
100000,36,44,0,6,1,1,53,40,64.0,73.61111111111111,0
500000,87,27,6,3,0,0,23,30,36.0,31.944444444444443,1
750000,0,26,2,3,1,0,43,100,29.0,59.72222222222222,0
500000,42,41,15,4,1,1,16,70,83.5,22.22222222222222,0
750000,51,40,12,2,0,1,71,30,78.0,98.61111111111111,1
200000,46,26,1,5,0,1,2,0,47.5,2.7777777777777777,0
200000,40,9,1,3,0,1,30,0,30.5,41.66666666666667,0
200000,86,6,3,4,0,0,35,0,10.5,48.61111111111111,0
2000000,21,14,14,4,0,1,2,60,55.0,2.7777777777777777,1
1000000,38,16,8,1,0,0,65,30,28.0,90.27777777777779,1
2000000,76,50,20,1,0,0,25,30,80.0,34.72222222222222,1
500000,18,11,12,5,0,0,57,60,29.0,79.16666666666666,1
100000,59,46,13,1,0,1,30,0,85.5,41.66666666666667,0
5000000,24,19,13,4,0,1,43,60,58.5,59.72222222222222,0
200000,57,7,4,5,1,0,71,40,13.0,98.61111111111111,0
100000,11,35,14,3,0,0,14,30,56.0,19.444444444444446,1
300000,50,42,0,3,0,0,68,0,42.0,94.44444444444444,0
750000,11,44,18,4,0,1,43,60,91.0,59.72222222222222,1
750000,27,17,19,3,0,1,15,60,65.5,20.833333333333336,0
500000,24,7,4,3,0,0,67,60,13.0,93.05555555555556,0
2000000,78,26,3,2,0,0,8,30,30.5,11.11111111111111,1
500000,40,24,18,6,1,1,44,70,71.0,61.111111111111114,0
750000,20,33,0,2,0,1,60,60,53.0,83.33333333333334,1
2000000,89,28,19,6,0,1,9,30,76.5,12.5,1
750000,84,4,17,4,0,0,41,30,29.5,56.94444444444444,0
500000,47,32,7,5,0,0,1,30,42.5,1.3888888888888888,1
2000000,84,24,0,3,0,1,17,30,44.0,23.61111111111111,0
500000,74,36,16,4,0,0,44,30,60.0,61.111111111111114,1
500000,56,45,17,3,1,0,21,70,70.5,29.166666666666668,1
300000,21,32,4,3,0,1,72,30,58.0,100.0,1
750000,74,8,9,2,1,0,72,70,21.5,100.0,1
2000000,42,2,2,3,1,0,16,70,5.0,22.22222222222222,0
1000000,34,36,20,3,0,1,14,30,86.0,19.444444444444446,1
100000,14,8,14,5,1,0,13,70,29.0,18.055555555555554,1
300000,45,26,11,4,1,0,10,40,42.5,13.88888888888889,0
5000000,67,44,5,3,1,0,70,70,51.5,97.22222222222221,0
5000000,25,9,8,1,1,0,2,100,21.0,2.7777777777777777,1
100000,51,32,16,6,0,0,55,0,56.0,76.38888888888889,0
100000,53,31,9,6,1,1,58,40,64.5,80.55555555555556,1
100000,3,14,1,4,0,0,0,30,15.500000000000002,0.0,0
300000,15,31,18,3,0,1,28,30,78.0,38.88888888888889,1
750000,56,6,8,1,1,0,44,70,18.0,61.111111111111114,1
1000000,52,50,19,4,0,1,21,30,98.5,29.166666666666668,0
200000,5,41,10,4,0,1,26,30,76.0,36.11111111111111,1
100000,37,18,13,6,1,0,10,40,37.5,13.88888888888889,1
2000000,8,9,4,6,1,1,17,100,35.0,23.61111111111111,1
200000,60,25,7,5,1,0,40,40,35.5,55.55555555555556,1
300000,9,47,8,6,1,1,26,70,79.0,36.11111111111111,1
5000000,47,12,16,4,0,1,7,30,56.0,9.722222222222223,1
750000,58,29,1,6,1,0,28,70,30.499999999999996,38.88888888888889,1
500000,64,49,1,5,1,1,67,70,70.5,93.05555555555556,0
200000,72,48,19,1,0,1,38,0,96.5,52.77777777777778,0
300000,83,4,4,4,0,0,65,0,10.0,90.27777777777779,0
100000,21,42,6,5,1,1,68,70,71.0,94.44444444444444,0
2000000,81,10,18,1,0,0,31,30,37.0,43.05555555555556,1
1000000,80,11,3,5,0,0,21,30,15.5,29.166666666666668,0
5000000,3,21,14,3,0,0,56,60,42.0,77.77777777777779,1
100000,15,29,7,4,1,1,65,70,59.5,90.27777777777779,1
100000,61,1,18,2,1,0,42,40,28.0,58.333333333333336,0
200000,43,43,1,1,1,0,63,40,44.5,87.5,0
5000000,14,46,9,6,1,1,65,100,79.5,90.27777777777779,1
2000000,6,16,14,5,0,0,64,60,37.0,88.88888888888889,1
300000,34,31,7,6,0,0,4,0,41.5,5.555555555555555,0
300000,76,20,0,2,0,0,19,0,20.0,26.38888888888889,0
100000,55,11,14,2,0,1,34,0,52.0,47.22222222222222,0
1000000,44,5,13,3,1,0,56,70,24.5,77.77777777777779,1
750000,68,23,0,3,1,0,26,70,23.0,36.11111111111111,1
500000,45,0,3,3,1,0,43,70,4.5,59.72222222222222,0
100000,25,1,20,6,1,0,16,70,31.0,22.22222222222222,1
2000000,76,37,13,3,1,1,57,70,76.5,79.16666666666666,1
750000,77,44,16,5,0,1,2,30,88.0,2.7777777777777777,1
500000,73,3,15,1,0,1,31,30,45.5,43.05555555555556,0
5000000,44,13,3,4,0,0,19,30,17.5,26.38888888888889,0
300000,54,44,19,4,0,1,28,0,92.5,38.88888888888889,0
5000000,51,17,20,5,0,0,35,30,47.0,48.61111111111111,1
750000,42,50,15,6,0,1,22,30,92.5,30.555555555555557,1
2000000,26,41,3,5,1,0,44,100,45.5,61.111111111111114,0
300000,45,33,14,1,0,0,62,0,54.0,86.11111111111111,0
1000000,22,21,16,3,0,1,43,60,65.0,59.72222222222222,1
750000,1,38,14,6,0,1,19,60,79.0,26.38888888888889,1
500000,12,27,5,2,1,0,7,100,34.5,9.722222222222223,0
2000000,53,1,16,1,1,0,6,70,25.0,8.333333333333332,0
500000,66,2,6,1,0,0,40,30,11.0,55.55555555555556,0
1000000,26,8,19,1,0,1,37,60,56.5,51.388888888888886,1
2000000,87,11,7,2,1,0,5,70,21.5,6.944444444444445,1
500000,24,15,7,2,0,0,51,60,25.5,70.83333333333334,0
300000,65,3,12,4,0,0,65,0,21.0,90.27777777777779,0
2000000,45,12,10,5,0,1,23,30,47.0,31.944444444444443,1
750000,15,18,11,5,0,1,13,60,54.5,18.055555555555554,1
200000,5,35,18,3,0,1,63,30,82.0,87.5,1
2000000,0,19,8,1,1,1,59,100,51.0,81.94444444444444,1
2000000,86,24,7,1,1,0,67,70,34.5,93.05555555555556,1
2000000,15,35,2,1,1,1,9,100,58.0,12.5,0
200000,40,19,5,4,1,1,50,40,46.5,69.44444444444444,1
500000,85,4,12,4,1,1,22,70,42.0,30.555555555555557,1
300000,86,15,13,5,1,0,8,40,34.5,11.11111111111111,1
2000000,45,39,0,6,1,0,32,70,39.0,44.44444444444444,0
750000,87,35,8,2,0,0,56,30,47.0,77.77777777777779,1
500000,33,5,16,1,1,1,44,70,49.0,61.111111111111114,1
300000,24,37,16,2,1,1,59,70,81.0,81.94444444444444,1
200000,4,34,6,1,0,1,45,30,63.0,62.5,1
500000,57,30,2,5,1,0,72,70,33.0,100.0,1
1000000,39,25,6,5,1,0,45,70,34.0,62.5,1
200000,40,36,6,6,0,0,65,0,45.0,90.27777777777779,0
300000,45,2,4,1,1,1,39,40,28.0,54.166666666666664,0
500000,69,20,12,2,0,0,52,30,38.0,72.22222222222221,0
500000,68,21,1,1,1,1,47,70,42.5,65.27777777777779,1
100000,87,1,17,3,1,0,33,40,26.5,45.83333333333333,0
100000,9,16,18,4,0,0,41,30,43.0,56.94444444444444,1
750000,50,47,20,6,1,1,13,70,97.0,18.055555555555554,0
5000000,60,40,1,5,1,0,0,70,41.5,0.0,1
2000000,53,47,6,1,0,1,6,30,76.0,8.333333333333332,0
2000000,23,38,17,2,1,1,67,100,83.5,93.05555555555556,1
1000000,68,6,3,3,1,0,44,70,10.5,61.111111111111114,1
300000,59,12,11,4,1,0,40,40,28.5,55.55555555555556,1
2000000,10,35,11,4,0,1,4,60,71.5,5.555555555555555,1
200000,3,7,15,2,1,1,65,70,49.5,90.27777777777779,1
5000000,31,25,15,2,0,0,8,30,47.5,11.11111111111111,1
5000000,55,0,6,6,0,1,25,30,29.0,34.72222222222222,0
100000,10,44,12,6,1,0,38,70,62.0,52.77777777777778,1
200000,77,0,9,5,0,0,48,0,13.5,66.66666666666666,0
300000,35,42,7,2,1,1,24,40,72.5,33.33333333333333,1
200000,30,2,14,3,1,1,47,70,43.0,65.27777777777779,0
100000,28,37,6,4,1,0,58,70,46.0,80.55555555555556,1
500000,53,2,6,5,1,0,25,70,11.0,34.72222222222222,0
750000,21,48,2,4,1,0,47,100,51.0,65.27777777777779,1
500000,43,38,17,5,0,1,20,30,83.5,27.77777777777778,1
300000,90,16,13,2,1,1,4,40,55.5,5.555555555555555,0
100000,30,30,14,2,1,1,0,70,71.0,0.0,1
5000000,75,46,14,6,0,0,50,30,67.0,69.44444444444444,1
1000000,69,23,8,1,0,1,4,30,55.0,5.555555555555555,1
750000,12,32,7,2,0,1,46,60,62.5,63.888888888888886,1
1000000,62,29,8,6,1,1,71,70,61.0,98.61111111111111,1
750000,17,19,17,3,0,0,40,60,44.5,55.55555555555556,1
5000000,79,40,15,4,0,1,47,30,82.5,65.27777777777779,1
300000,32,23,10,3,1,1,32,40,58.0,44.44444444444444,1
5000000,85,22,18,1,0,0,50,30,49.0,69.44444444444444,1
750000,3,3,18,2,0,1,6,60,50.0,8.333333333333332,0
500000,72,36,1,3,1,0,66,70,37.5,91.66666666666666,1
100000,89,47,7,3,0,0,13,0,57.5,18.055555555555554,0
300000,4,17,7,1,0,0,43,30,27.5,59.72222222222222,0
300000,42,40,20,4,0,0,60,0,70.0,83.33333333333334,0
5000000,65,22,16,4,1,1,20,70,66.0,27.77777777777778,1
750000,68,40,2,6,0,0,31,30,43.0,43.05555555555556,0
200000,50,25,14,2,1,1,65,40,66.0,90.27777777777779,1
500000,72,32,5,2,0,1,20,30,59.5,27.77777777777778,1
100000,5,25,3,4,1,1,66,70,49.5,91.66666666666666,1
